accession	ambiguous_bases	checkm2_completeness	checkm2_contamination	checkm2_model	checkm_completeness	checkm_contamination	checkm_marker_count	checkm_marker_lineage	checkm_marker_set_count	checkm_strain_heterogeneity	coding_bases	coding_density	contig_count	gc_count	gc_percentage	genome_size	gtdb_genome_representative	gtdb_representative	gtdb_taxonomy	gtdb_type_designation_ncbi_taxa	gtdb_type_designation_ncbi_taxa_sources	gtdb_type_species_of_genus	l50_contigs	l50_scaffolds	longest_contig	longest_scaffold	lsu_23s_contig_len	lsu_23s_count	lsu_23s_length	lsu_23s_query_id	lsu_5s_contig_len	lsu_5s_count	lsu_5s_length	lsu_5s_query_id	lsu_silva_23s_blast_align_len	lsu_silva_23s_blast_bitscore	lsu_silva_23s_blast_evalue	lsu_silva_23s_blast_perc_identity	lsu_silva_23s_blast_subject_id	lsu_silva_23s_taxonomy	mean_contig_length	mean_scaffold_length	mimag_high_quality	mimag_low_quality	mimag_medium_quality	n50_contigs	n50_scaffolds	ncbi_assembly_level	ncbi_assembly_name	ncbi_assembly_type	ncbi_bioproject	ncbi_biosample	ncbi_contig_count	ncbi_contig_n50	ncbi_country	ncbi_date	ncbi_genbank_assembly_accession	ncbi_genome_category	ncbi_genome_representation	ncbi_isolate	ncbi_isolation_source	ncbi_lat_lon	ncbi_molecule_count	ncbi_ncrna_count	ncbi_organism_name	ncbi_protein_count	ncbi_refseq_category	ncbi_rrna_count	ncbi_scaffold_count	ncbi_scaffold_l50	ncbi_scaffold_n50	ncbi_scaffold_n75	ncbi_scaffold_n90	ncbi_seq_rel_date	ncbi_spanned_gaps	ncbi_species_taxid	ncbi_ssu_count	ncbi_strain_identifiers	ncbi_submitter	ncbi_taxid	ncbi_taxonomy	ncbi_taxonomy_unfiltered	ncbi_total_gap_length	ncbi_total_length	ncbi_translation_table	ncbi_trna_count	ncbi_type_material_designation	ncbi_ungapped_length	ncbi_unspanned_gaps	ncbi_wgs_master	protein_count	scaffold_count	ssu_contig_len	ssu_count	ssu_gg_blast_align_len	ssu_gg_blast_bitscore	ssu_gg_blast_evalue	ssu_gg_blast_perc_identity	ssu_gg_blast_subject_id	ssu_gg_taxonomy	ssu_length	ssu_query_id	ssu_silva_blast_align_len	ssu_silva_blast_bitscore	ssu_silva_blast_evalue	ssu_silva_blast_perc_identity	ssu_silva_blast_subject_id	ssu_silva_taxonomy	total_gap_length	trna_aa_count	trna_count	trna_selenocysteine_count
RS_GCF_000144915.1	0	99.96	0.39	Specific	99.37	0	245	c__Thermoprotei (UID148)	158	0	1358405	90.77498591669769	1	856231	57.21736666637709	1496453	RS_GCF_000144915.1	t	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Acidilobaceae;g__Acidilobus;s__Acidilobus saccharovorans	type strain of species	LPSN	f	1	1	1496453	1496453	1496453	1	3055	NC_014374.1	none	0	none	none	3055	5642	0	100	CP001742.173010.176076	Archaea;Thermoproteota;Thermoproteia;Desulfurococcales;Acidilobaceae;Acidilobus;Acidilobus saccharovorans 345-15	1496453	1496453	f	f	t	1496453	1496453	Complete Genome	ASM14491v1	na	PRJNA224116	SAMN02603091	none	none	Russia: Kamchatka	2010-08-06	GCA_000144915.1	none	full	na	solfataric field of Uzon caldera	none	1	0	Acidilobus saccharovorans 345-15	1480	representative genome	3	1	1	1496453	1496453	1496453	2010/08/06	0	242703	1	345-15	Centre Bioengineering RAS	666510	d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Acidilobales;f__Acidilobaceae;g__Acidilobus;s__Acidilobus saccharovorans	d__Archaea;x__TACK group;p__Thermoproteota;c__Thermoprotei;o__Acidilobales;f__Acidilobaceae;g__Acidilobus;s__Acidilobus saccharovorans;x__Acidilobus saccharovorans 345-15	0	1496453	11	46	assembly from type material	1496453	0	na	1502	1	1496453	1	none	none	none	none	none	none	1495	NC_014374.1	1495	2761	0	100	CP001742.176279.177775	Archaea;Thermoproteota;Thermoproteia;Desulfurococcales;Acidilobaceae;Acidilobus;Acidilobus saccharovorans 345-15	0	19	46	0
GB_GCA_938021325.1	0	99.94	0.13	Specific	100	0	188	p__Euryarchaeota (UID3)	125	0	1665440	90.42772688376618	17	576005	31.275112176772353	1841736	RS_GCF_000016525.1	f	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanocatella;s__Methanocatella smithii	not type material	none	f	2	2	548446	548446	none	0	none	none	none	0	none	none	none	none	none	none	none	none	108337	108337	f	f	t	487279	487279	Contig	SRR7721896_bin.58_CONCOCT_v1.1_MAG	na	PRJEB51075	SAMEA14086073	17	487279	none	2023-01-09	GCA_938021325.1	derived from metagenome	full	SRR7721896_bin.58_CONCOCT_v1.1_MAG	human gut metagenome	none	0	none	Methanobrevibacter smithii	none	na	none	none	none	none	none	none	2023/01/09	0	2173	none	SRR7721896_bin.58_CONCOCT_v1.1_MAG	European Bioinformatics Institute	2173	d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__Methanobrevibacter smithii	d__Archaea;p__Euryarchaeota;x__Methanomada group;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__Methanobrevibacter smithii	0	1841736	none	none	na	1841736	0	CALIHD000000000.1	1807	17	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	0	19	34	0
RS_GCF_013377755.1	0	99.33	0.19	Specific	99.87	0.65	234	p__Euryarchaeota (UID54)	153	0	1988798	88.4414928341329	2	1374864	61.13995720224341	2248716	RS_GCF_013377755.1	t	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanofollaceae;g__Methanofollis;s__Methanofollis tationis	type strain of species	LPSN	t	1	1	2217927	2217927	2217927	2	2904	NZ_JABXWR010000001.1	2217927	2	117	NZ_JABXWR010000001.1	2904	5325	0	99.759	AGCO01000007.256879.259791	Archaea;Halobacteriota;Methanomicrobia;Methanomicrobiales;Methanoregulaceae;Methanofollis;Methanofollis liminatans DSM 4140	1124358	1124358	t	f	f	2217927	2217927	Contig	ASM1337775v1	na	PRJNA224116	SAMN15339967	2	2217927	Chile: the oasis of San Petro di Atacama on Mount Tatio	2020-06-30	GCA_013377755.1	none	full	na	none	none	0	0	Methanofollis tationis	none	representative genome	6	none	none	none	none	none	2020/06/30	0	81417	2	DSM 2702	National Chung Hsing University	81417	d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanomicrobiaceae;g__Methanofollis;s__Methanofollis tationis	d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Methanomicrobia;o__Methanomicrobiales;f__Methanomicrobiaceae;g__Methanofollis;s__Methanofollis tationis	0	2248716	11	50	assembly from type material	2248716	0	JABXWR000000000.1	2313	2	2217927	2	none	none	none	none	none	none	1468	NZ_JABXWR010000001.1	1455	2660	0	99.656	AGCO01000001.611619.613073	Archaea;Halobacteriota;Methanomicrobia;Methanomicrobiales;Methanomicrobiaceae;Methanofollis;Methanofollis liminatans DSM 4140	0	19	50	0
GB_GCA_021268345.1	0	95.73	1	Specific	97.57	0	145	k__Archaea (UID2)	103	0	1102734	90.52054893475203	95	381649	31.378925048036642	1218214	RS_GCF_002156965.1	f	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopumilus;s__Nitrosopumilus catalinensis	not type material	none	f	11	8	91365	151497	151497	4	2978	JAJETX010000001.1	86616	1	112	JAJETX010000004.1	2976	5496	0	100	CP021324.508901.511883	Archaea;Thermoproteota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;Candidatus Nitrosopumilus;Candidatus Nitrosomarinus catalina	12802	15618	t	f	f	40964	49084	Scaffold	ASM2126834v1	na	PRJNA439812	SAMN22441886	95	40964	USA: California; San Francisco Bay	2021-12-22	GCA_021268345.1	derived from metagenome	full	SFB27	estuarine water	37.61833333 N 122.2916667 W	0	none	Candidatus Nitrosomarinus catalina	none	na	none	78	8	49084	31149	17381	2021/12/22	17	1898749	none	SFB27	DOE Joint Genome Institute	1898749	d__Archaea;p__Nitrososphaerota;c__Nitrososphaeria;o__Nitrosopumilales;f__Nitrosopumilaceae;g__Candidatus Nitrosomarinus;s__Candidatus Nitrosomarinus catalina	d__Archaea;x__TACK group;p__Nitrososphaerota;c__Nitrososphaeria;o__Nitrosopumilales;f__Nitrosopumilaceae;g__Candidatus Nitrosomarinus;s__Candidatus Nitrosomarinus catalina	1955	1218214	none	none	na	1216259	0	JAJETX000000000.1	1603	78	151497	2	none	none	none	none	none	none	1470	JAJETX010000001.1	1470	2715	0	100	CP021324.507270.508740	Archaea;Thermoproteota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;Candidatus Nitrosopumilus;Candidatus Nitrosomarinus catalina	1955	18	44	0
RS_GCF_026627015.1	0	99.88	1.8	Specific	98.53	0	174	k__Archaea (UID146)	136	0	1971651	88.56623968865163	68	1211288	54.410858382131245	2226188	RS_GCF_000016385.1	f	d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Thermoproteales;f__Thermoproteaceae;g__Pyrobaculum;s__Pyrobaculum arsenaticum	not type material	none	f	8	8	304104	304104	175487	1	3015	NZ_JAPNUU010000008.1	none	0	none	none	2947	5443	0	100	CP000660.620316.623283	Archaea;Thermoproteota;Thermoproteia;Thermoproteales;Thermoproteaceae;Pyrobaculum;Pyrobaculum arsenaticum DSM 13514	32738	32738	f	f	t	100267	100267	Contig	ASM2662701v1	na	PRJNA224116	SAMN31719899	68	100267	none	2022-12-04	GCA_026627015.1	derived from metagenome	full	CF.Pisc.bin.6	none	none	0	0	Pyrobaculum arsenaticum	none	na	4	none	none	none	none	none	2022/12/04	0	121277	2	CF.Pisc.bin.6	Rutgers University	121277	d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Thermoproteales;f__Thermoproteaceae;g__Pyrobaculum;s__Pyrobaculum arsenaticum	d__Archaea;x__TACK group;p__Thermoproteota;c__Thermoprotei;o__Thermoproteales;f__Thermoproteaceae;g__Pyrobaculum;s__Pyrobaculum arsenaticum	0	2226188	11	50	na	2226188	0	JAPNUU000000000.1	2656	68	175487	3	none	none	none	none	none	none	1549	NZ_JAPNUU010000008.1	1497	2754	0	99.866	AB026268.1.1497	Bacteria;Aquificota;Aquificia;Aquificales;Aquificaceae;Thermothrix;Hydrogenobacter subterraneus	0	19	51	0
RS_GCF_002855455.1	0	99.98	0.27	Specific	99.62	0	417	f__Halobacteriaceae (UID96)	263	0	3091380	83.65685152260568	149	2304944	62.37484811829048	3695310	RS_GCF_000230715.2	f	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Natronobacterium;s__Natronobacterium gregoryi	type strain of species	LPSN	t	18	18	172207	172207	5269	1	2908	NZ_PKKI01000104.1	5269	1	105	NZ_PKKI01000104.1	2904	5358	0	99.966	CP003377.1819881.1822789	Archaea;Halobacteriota;Halobacteria;Halobacterales;Haloferacaceae;Natronobacterium;Natronobacterium gregoryi SP2	24800	24800	t	f	f	68510	68510	Contig	ASM285545v1	na	PRJNA224116	SAMN08213458	149	68510	Kenya: Lake Magadi	2018-01-03	GCA_002855455.1	none	full	na	water	1.9446 S 36.2522 E	0	0	Natronobacterium gregoryi SP2	3765	na	3	none	none	none	none	none	2018/01/03	0	44930	1	SP2	University of Electronic Science and Technology of China	797304	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Natronobacterium;s__Natronobacterium gregoryi	d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Natronobacterium;s__Natronobacterium gregoryi;x__Natronobacterium gregoryi SP2	0	3695310	11	47	assembly from type material	3695310	0	PKKI00000000.1	3712	149	5269	1	1469	2713	0	100	4440248	k__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__;s__	1471	NZ_PKKI01000104.1	1471	2717	0	100	AB663467.1.1472	Archaea;Halobacteriota;Halobacteria;Halobacterales;Haloferacaceae;Natronobacterium;Natronobacterium gregoryi	0	19	46	0
GB_GCA_022450745.1	7	94.66	0.12	Specific	97.57	0	145	k__Archaea (UID2)	103	0	990520	93.67912733105469	69	353895	33.471673522198586	1057354	RS_GCF_000812185.1	f	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopelagicus;s__Nitrosopelagicus brevis	not type material	none	f	12	10	87825	87825	none	0	none	none	25268	1	113	JAKUOO010000013.1	none	none	none	none	none	none	15323	16521	f	f	t	25268	30957	Scaffold	ASM2245074v1	na	PRJNA352737	SAMN25999017	69	25268	Pacific Ocean: North Pacific Gyre; Station ALOHA	2022-03-02	GCA_022450745.1	derived from metagenome	full	ALOHA_A2.0_35	ocean water sample from Hawaii Ocean Time-series (HOT) cruises	22.75 N 158 W	0	0	Candidatus Nitrosopelagicus sp.	none	na	1	64	10	30957	14140	7715	2022/03/02	5	2026808	0	ALOHA_A2.0_35	SCOPE	2026808	d__Archaea;p__Nitrososphaerota;c__;o__;f__;g__Candidatus Nitrosopelagicus;s__	d__Archaea;x__TACK group;p__Nitrososphaerota;x__Nitrososphaerota incertae sedis;g__Candidatus Nitrosopelagicus;x__unclassified Candidatus Nitrosopelagicus;s__Candidatus Nitrosopelagicus sp.	50	1057354	11	38	na	1057304	0	JAKUOO000000000.1	1381	64	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	50	19	38	0
RS_GCF_946463545.1	0	99.33	1.22	Specific	100	0	308	p__Euryarchaeota (UID5)	210	0	1458593	85.47298089183919	1	561341	32.89436365511551	1706496	RS_GCF_946463545.1	t	d__Archaea;p__Methanobacteriota;c__Methanococci;o__Methanococcales;f__Methanococcaceae;g__Methanothermococcus;s__Methanothermococcus thermolithotrophicus	type strain of species	LPSN	t	1	1	1706496	1706496	1706496	2	2958	NZ_OX296583.1	1706496	2	509	NZ_OX296583.1-#2	2958	5463	0	100	AQXV01000050.51.3016	Archaea;Methanobacteriota;Methanococci;Methanococcales;Methanococcaceae;Methanothermococcus;Methanothermococcus thermolithotrophicus DSM 2095	1706496	1706496	t	f	f	1706496	1706496	Complete Genome	Mth-DSM-2095-CCS-WG	na	PRJNA224116	SAMEA110262234	none	none	none	2022-08-31	GCA_946463545.1	none	full	M. thermolithotrophicus DSM 2095	none	none	1	0	Methanothermococcus thermolithotrophicus DSM 2095	none	representative genome	7	1	1	1706496	1706496	1706496	2022/08/31	0	2186	2	M. thermolithotrophicus DSM 2095	Max Planck Institute for Marine Microbiology	523845	d__Archaea;p__Euryarchaeota;c__Methanococci;o__Methanococcales;f__Methanococcaceae;g__Methanothermococcus;s__Methanothermococcus thermolithotrophicus	d__Archaea;p__Euryarchaeota;x__Methanomada group;c__Methanococci;o__Methanococcales;f__Methanococcaceae;g__Methanothermococcus;s__Methanothermococcus thermolithotrophicus;x__Methanothermococcus thermolithotrophicus DSM 2095	0	1706496	11	38	na	1706496	0	na	1686	1	1706496	2	none	none	none	none	none	none	1469	NZ_OX296583.1	1456	2689	0	100	AQXV01000039.56.1511	Archaea;Methanobacteriota;Methanococci;Methanococcales;Methanococcaceae;Methanothermococcus;Methanothermococcus thermolithotrophicus DSM 2095	0	19	38	1
RS_GCF_038728425.1	0	99.99	0.74	Specific	100	0	217	c__Thermoprotei (UID147)	168	0	1951514	89.91668655585853	11	1002088	46.180064314608856	2170358	RS_GCF_000016605.1	f	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Sulfolobaceae;g__Metallosphaera;s__Metallosphaera sedula	not type material	none	f	4	3	442628	605567	126908	2	2469	NZ_JAVYTZ010000006.1	none	0	none	none	2469	4543	0	99.878	CP012175.1706975.1709877	Archaea;Thermoproteota;Thermoproteia;Sulfolobales;Sulfolobaceae;Metallosphaera;Metallosphaera sedula	197268	310051	f	f	t	199553	412325	Scaffold	ASM3872842v1	na	PRJNA224116	SAMN36036862	11	199553	none	2024-04-29	GCA_038728425.1	derived from metagenome	full	DRTY-2_201901_bins_4	none	none	0	0	Metallosphaera sp.	none	na	4	7	3	412325	354128	126908	2024/04/29	4	2020860	1	DRTY-2_201901_bins_4	The University of Texas at Austin	2020860	d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Metallosphaera;s__	d__Archaea;x__TACK group;p__Thermoproteota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Metallosphaera;x__unclassified Metallosphaera;s__Metallosphaera sp.	400	2170358	11	45	na	2169958	0	JAVYTZ000000000.1	2361	7	126908	1	none	none	none	none	none	none	1495	NZ_JAVYTZ010000006.1	1495	2662	0	98.796	CP012175.1705280.1706787	Archaea;Thermoproteota;Thermoproteia;Sulfolobales;Sulfolobaceae;Metallosphaera;Metallosphaera sedula	400	18	47	0
RS_GCF_003336245.1	0	99.93	0.93	Specific	99.36	1.24	417	f__Halobacteriaceae (UID96)	263	0	3092281	87.12864508108821	4	2350362	66.22420682663595	3549098	RS_GCF_003336245.1	t	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Haloplanus;s__Haloplanus salinus	type strain of species	LPSN	f	1	1	2969394	2969394	2969394	2	2909	NZ_QPHM01000001.1	2969394	2	111	NZ_QPHM01000001.1	2861	5014	0	98.357	CP031148.3182853.3185706	Archaea;Halobacteriota;Halobacteria;Halobacterales;Haloferacaceae;Haloplanus;Haloplanus sp. CBA1112	887274	887274	t	f	f	2969394	2969394	Contig	ASM333624v1	na	PRJNA224116	SAMN09684816	4	2969394	China: Hainan Province; near Sanya city	2018-07-23	GCA_003336245.1	none	full	na	crystallizer pond of Yinggehai marine solar saltern	18.531111 N 108.727500 E	0	0	Haloplanus salinus	none	representative genome	6	none	none	none	none	none	2018/07/23	0	1126245	2	JCM 18368	World Institute of Kimchi	1126245	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Haloplanus;s__Haloplanus salinus	d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Haloplanus;s__Haloplanus salinus	0	3549098	11	61	assembly from type material	3549098	0	QPHM00000000.1	3620	4	2969394	2	none	none	none	none	none	none	1470	NZ_QPHM01000001.1	1470	2693	0	99.728	JQ237126.1.1470	Archaea;Halobacteriota;Halobacteria;Halobacterales;Haloferacaceae;Haloplanus;Haloplanus salinus	0	19	61	0
GB_GCA_900317075.1	20	85.98	0.11	Specific	94	0	188	p__Euryarchaeota (UID3)	125	0	1619195	89.63200501303078	142	601381	33.2982290031533	1806492	RS_GCF_900314695.1	f	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanocatella;s__Methanocatella sp900314695	not type material	none	f	24	21	110608	110608	none	0	none	none	none	0	none	none	none	none	none	none	none	none	12718	13582	f	f	t	20777	21037	Scaffold	Rumen uncultured genome RUG256	na	PRJEB21624	SAMEA104666889	142	20777	none	2018-03-21	GCA_900317075.1	derived from metagenome	full	RUG256	none	none	0	none	uncultured Methanobrevibacter sp.	0	na	none	133	21	21037	10463	5663	2018/03/21	9	253161	none	RUG256	THE ROSLIN INSTITUTE	253161	d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__	d__Archaea;p__Euryarchaeota;x__Methanomada group;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;x__environmental samples;s__uncultured Methanobrevibacter sp.	427	1806492	none	none	na	1806065	0	ONFI00000000.1	1796	133	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	427	18	28	0
GB_GCA_001856845.1	15	99.56	1.77	Specific	96.33	1.61	187	p__Euryarchaeota (UID3)	124	0	1610582	88.14215859308088	22	692666	37.90777347255971	1827255	RS_GCF_900083515.1	f	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__Cuniculiplasma;s__Cuniculiplasma divulgatum	not type material	none	f	4	4	373278	373278	212167	1	2894	ATDV01000007.1	108712	1	114	ATDV01000014.1	2894	5345	0	100	ATDV01000007.115999.118903	Archaea;Thermoplasmatota;Thermoplasmata;Thermoplasmatales;Thermoplasmataceae;Cuniculiplasma;Thermoplasmatales archaeon Gpl	83057	83057	t	f	f	190331	190331	Contig	amd g-plasma	na	PRJNA209808	SAMN02981543	22	190331	USA: Iron Mountain; CA	2013-08-14	GCA_001856845.1	derived from metagenome	full	na	isolated from slime streamers and attached to pyrite surfaces at a sulfide ore body	40.40 N 122.31 W	0	0	Thermoplasmatales archaeon Gpl	1923	na	0	none	none	none	none	none	2013/08/14	0	261391	0	none	DOE Joint Genome Institute	261391	d__Archaea;p__Candidatus Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__;g__;s__	d__Archaea;p__Candidatus Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;x__unclassified Thermoplasmatales;s__Thermoplasmatales archaeon Gpl	0	1827255	11	0	na	1827255	0	ATDV00000000.1	1923	22	373278	1	none	none	none	none	none	none	1468	ATDV01000004.1	1468	2712	0	100	LT671858.211764.213232	Archaea;Thermoplasmatota;Thermoplasmata;Thermoplasmatales;Thermoplasmataceae;Cuniculiplasma;Cuniculiplasma divulgatum	0	19	48	0
RS_GCF_905235185.1	9	94.59	0.42	Specific	96	0	188	p__Euryarchaeota (UID3)	125	0	1820615	88.48103621977292	153	637474	30.985093982230598	2057633	RS_GCF_902771225.1	f	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanocatella;s__Methanocatella sp900319535	not type material	none	f	30	29	64145	64145	none	0	none	none	none	0	none	none	none	none	none	none	none	none	13446	14093	f	f	t	22431	24972	Scaffold	RUG30205	na	PRJNA224116	SAMEA8030314	153	22431	none	2021-03-18	GCA_905235185.1	derived from metagenome	full	Cattle_4_mag_56	metagenome	none	0	0	uncultured Methanobrevibacter sp.	none	na	0	146	29	24972	11826	6341	2021/03/18	7	253161	0	Cattle_4_mag_56	THE ROSLIN INSTITUTE	253161	d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__	d__Archaea;p__Euryarchaeota;x__Methanomada group;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;x__environmental samples;s__uncultured Methanobrevibacter sp.	267	2057633	11	34	na	2057366	0	CAJOKQ000000000.1	1924	146	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	267	19	34	0
GB_GCA_002502475.1	516	73.86	0.83	Specific	80.26	1.96	228	p__Euryarchaeota (UID49)	153	66.67	1639741	82.33458428024693	530	1038531	52.84058646466578	1991558	RS_GCF_000204415.1	f	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix;s__Methanothrix soehngenii	not type material	none	f	82	41	32398	72377	none	0	none	none	none	0	none	none	none	none	none	none	none	none	3709	10213	f	f	t	7101	15145	Scaffold	ASM250247v1	na	PRJNA348753	SAMN06027461	530	7101	Malaysia	2017-10-10	GCA_002502475.1	derived from metagenome	full	UBA70	closed biodigester	none	0	none	Methanosaeta sp. UBA70	0	na	none	195	41	15145	7943	4581	2017/10/10	335	1915563	none	UBA70	University of Queensland	1915563	d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix;s__	d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Methanomicrobia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix;x__unclassified Methanothrix;s__Methanosaeta sp. UBA70	25638	1991558	none	none	na	1965920	0	DAOX00000000.1	2256	195	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	25638	18	39	0
RS_GCF_000245115.1	0	99.99	0.41	Specific	99.4	0	217	c__Thermoprotei (UID147)	168	0	2348271	87.59544675609722	5	944532	35.23302996776352	2680814	RS_GCF_000022485.1	f	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Sulfolobaceae;g__Saccharolobus;s__Saccharolobus islandicus	not type material	none	f	1	1	1691529	1691529	1691529	1	3033	NZ_AHJL01000005.1	none	0	none	none	3032	5600	0	100	AHJN01000003.200281.203318	Archaea;Thermoproteota;Thermoproteia;Sulfolobales;Sulfolobaceae;Sulfolobus;Sulfolobus islandicus M.16.22	536162	536162	f	f	t	1691529	1691529	Contig	ASM24511v2	na	PRJNA224116	SAMN02471807	5	1691529	Russia: Kamchatka	2012-01-25	GCA_000245115.2	none	full	na	Hot spring in Mutnovsky Volcano	none	0	0	Sulfolobus islandicus M.16.12	2917	na	3	none	none	none	none	none	2012/01/25	0	43080	1	M.16.12	University of Illinois	1132498	d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Sulfolobus;s__Sulfolobus islandicus	d__Archaea;x__TACK group;p__Thermoproteota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Sulfolobus;s__Sulfolobus islandicus;x__Sulfolobus islandicus M.16.12	0	2680814	11	47	na	2680814	0	AHJL00000000.1	3082	5	1691529	1	1493	2752	0	99.933	649969	k__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Sulfolobus;s__islandicus	1494	NZ_AHJL01000005.1	1494	2760	0	100	CP003928.1036538.1038033	Archaea;Thermoproteota;Thermoproteia;Sulfolobales;Sulfolobaceae;Saccharolobus;Sulfolobus islandicus LAL14/1	0	19	46	0
RS_GCF_030296735.1	0	91.06	0.91	Specific	96.53	1.6	188	p__Euryarchaeota (UID3)	125	100	2105084	83.13809496163755	2	957125	37.800652677117554	2532033	RS_GCF_017873625.1	f	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium;s__Methanobacterium petrolearium	type strain of species	LPSN	f	1	1	2515507	2515507	2515507	1	2931	NZ_AP027739.1	2515507	1	116	NZ_AP027739.1	2645	4865	0	99.887	KF882002.1.2645	Archaea;Methanobacteriota;Methanobacteria;Methanobacteriales;Methanobacteriaceae;Methanobacterium;Methanobacterium petrolearium	1266016	1266016	t	f	f	2515507	2515507	Complete Genome	ASM3029673v1	na	PRJNA224116	SAMD00582127	none	none	none	2023-03-24	GCA_030296735.1	none	full	na	none	none	2	0	Methanobacterium petrolearium	none	na	3	2	1	2515507	2515507	2515507	2023/03/24	0	710190	1	NBRC 105198	WFCC-MIRCEN World Data Centre for Microorganisms (WDCM)	710190	d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium;s__Methanobacterium petrolearium	d__Archaea;p__Euryarchaeota;x__Methanomada group;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium;s__Methanobacterium petrolearium	0	2532033	11	44	assembly from type material	2532033	0	na	2763	2	2515507	1	none	none	none	none	none	none	1474	NZ_AP027739.1	1476	2617	0	98.713	MVPY01000025.129770.131243	Archaea;Methanobacteriota;Methanobacteria;Methanobacteriales;Methanobacteriaceae;Methanobacterium;Methanobacterium sp. PtaB.Bin024	0	19	44	0
